단지코드,총세대수,지역,공가수,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,등록차량수,상가수,자격유형_major,공급유형_major,전용면적별세대수합,전용면적별세대수합_myhome,입주후기간(월),단지명,주소,총입주민수,준공후기간(월),차량미보유세대수,임대료,임대보증금,소형세대,중형세대,대형세대,전용면적,아파트수,차량보유인구비율,차량미보유세대비율
C2389,690,충청북도,21.0,0.0,3.0,694.0,561.0,0.0,A,국민임대,690,690,,음성금석아파트,충청북도 음성군 금왕읍 대금로 1557-13,1429.0,81.0,0.0,108324.0,13077978.0,0.5434782608695652,0.45652173913043476,0.0,40.0,6,0.4093640981700224,0.0
C1490,749,충청북도,24.0,0.0,3.0,759.0,899.0,0.0,A,공공임대(10년),655,655,78.0,천년나무7단지,충청북도 진천군 덕산읍 연미로 131,2209.0,78.0,0.0,401757.0,33664603.0,0.0,0.21495327102803738,0.6595460614152203,83.0,4,0.4093640981700224,0.0
C1024,680,서울특별시,2.0,0.0,3.0,877.0,957.0,0.0,A,공공임대(10년),477,477,,서울강남 A7BL (LH강남아이파크),서울특별시 강남구 자곡로 175,2075.0,81.0,0.0,879892.0,91863846.0,0.0,0.538235294117647,0.16323529411764706,72.0,10,0.3661614627627259,0.0
C1788,376,경상남도,28.0,0.0,3.0,380.0,412.0,0.0,A,공공임대(10년),376,376,67.0,거제하청 10년 공공임대,경상남도 거제시 하청면 거제북로 554,935.0,69.0,0.0,374575.0,33840426.0,0.0,1.0,0.0,57.0,2,0.4007868525896411,0.0
C1740,783,경상북도,29.0,0.0,6.0,978.0,979.0,0.0,A,공공임대(10년),467,467,,포항금호어울림,경상북도 포항시 북구 우창동로 157,265.0,151.0,0.0,474094.0,34605140.0,0.0,0.49680715197956576,0.09961685823754789,68.0,4,0.3953120921094209,0.0
C2620,1029,전라남도,28.0,0.0,6.0,1061.0,1709.0,0.0,A,공공임대(10년),906,906,,빛가람LH3,전라남도 나주시 그린로 154,2364.0,82.0,0.0,534918.0,31442211.0,0.0,0.5063168124392614,0.3741496598639456,75.0,5,0.4056767907739719,0.0
C1286,919,전라남도,27.0,0.0,2.0,988.0,881.0,0.0,A,공공임대(10년),919,919,,빛가람1단지,전라남도 나주시 그린로 63,2356.0,77.0,0.0,578509.0,33945049.0,0.0,0.2089227421109902,0.7910772578890098,84.0,3,0.4056767907739719,0.0
C1089,368,전라남도,14.0,0.0,2.0,285.0,309.0,0.0,A,국민임대,368,368,85.0,"보성회정(전남,주1) 1단지",전라남도 보성군 벌교읍 못골길 12,828.0,85.0,0.0,100419.0,11091478.0,0.625,0.375,0.0,42.0,6,0.4056767907739719,0.0
C2237,70,충청남도,7.0,0.0,2.0,50.0,55.0,0.0,A,국민임대,70,70,96.0,성주자연숲빌리지,충청남도 보령시 성주면 화장골길 130,123.0,96.0,0.0,62653.0,9183657.0,0.8857142857142857,0.11428571428571428,0.0,37.0,3,0.4115356667900572,0.0
C1341,922,광주광역시,7.0,0.0,1.0,731.0,442.0,0.0,A,국민임대,922,922,,LH 천년나무 1단지,광주광역시 남구 효우로 262,1484.0,81.0,250.0,152060.0,14124980.0,0.8308026030368764,0.16919739696312364,0.0,34.0,9,0.41754416938850125,0.27114967462039047
C1338,622,부산광역시,13.0,1.0,3.0,551.0,551.0,0.0,A,국민임대,622,622,80.0,"부산감전(06,주6) 1단지",부산광역시 사상구 백양대로 539,1491.0,97.0,0.0,226096.0,27136820.0,0.0,1.0,0.0,46.0,10,0.3727848992815887,0.0
C2405,600,경상남도,22.0,0.0,8.0,728.0,1240.0,0.0,A,공공임대(10년),284,284,,경남혁신도시 5단지,경상남도 진주시 충의로 67,1904.0,81.0,0.0,624577.0,41707711.0,0.0,0.17,0.30333333333333334,81.0,3,0.4007868525896411,0.0
C1969,1366,대구광역시,29.0,0.0,2.0,1192.0,886.0,0.0,A,국민임대,1366,1366,76.0,대구옥포 천년나무2단지,대구광역시 달성군 옥포읍 돌미로 51,2192.0,79.0,180.0,175736.0,13017892.0,0.8038067349926794,0.19619326500732065,0.0,38.0,6,0.41663200297742825,0.13177159590043924
C2274,1122,충청북도,34.0,0.0,3.0,1182.0,713.0,0.0,A,국민임대,1122,1122,80.0,청주율량2 LH9단지,충청북도 청주시 청원구 율중로7번길 77,2240.0,80.0,0.0,148400.0,17727262.0,0.661319073083779,0.33868092691622104,0.0,39.0,7,0.4093640981700224,0.0
C1699,752,경기도,7.0,0.0,7.0,680.0,606.0,0.0,A,국민임대,752,752,79.0,별빛마을 3-5단지,경기도 남양주시 별내4로 62,1604.0,81.0,0.0,263969.0,29343168.0,0.5824468085106383,0.4175531914893617,0.0,42.0,7,0.42587549369457867,0.0
C2251,886,경기도,16.0,0.0,3.0,809.0,870.0,0.0,H,국민임대,886,886,80.0,별사랑마을 2-10단지,경기도 남양주시 별내3로 251,2157.0,82.0,0.0,260216.0,31167604.0,0.35665914221218964,0.6433408577878104,0.0,44.0,11,0.42587549369457867,0.0
C1340,552,전라북도,21.0,0.0,3.0,523.0,410.0,0.0,A,국민임대,552,552,69.0,전북혁신 9단지,전라북도 완주군 이서면 갈산1로 72,1045.0,69.0,0.0,185104.0,11754536.0,0.7101449275362319,0.2898550724637681,0.0,38.0,5,0.3846965003624857,0.0
C2373,850,제주특별자치도,9.0,0.0,5.0,948.0,800.0,0.0,A,국민임대,850,850,67.0,제주삼화 LH아파트 3단지,제주특별자치도 제주시 화삼로 110,2223.0,69.0,0.0,216273.0,19647964.0,0.5788235294117647,0.4211764705882353,0.0,42.0,6,0.3765596236449168,0.0
C1455,432,강원도,2.0,0.0,5.0,349.0,420.0,0.0,A,국민임대,432,432,27.0,속초조양 LH천년나무3단지,강원도 속초시 온정로 23,914.0,65.0,0.0,176163.0,10792195.0,0.6203703703703703,0.37962962962962965,0.0,38.0,3,0.40053650767038274,0.0
C2137,960,경상북도,30.0,0.0,8.0,876.0,752.0,0.0,A,국민임대,960,960,71.0,포항장량 천년나무 6단지,경상북도 포항시 북구 장량중앙로100번길 1,1694.0,72.0,0.0,127974.0,55213813.0,0.5625,0.4375,0.0,40.0,3,0.3953120921094209,0.0
C1985,874,전라남도,28.0,0.0,4.0,722.0,630.0,0.0,A,국민임대,874,874,68.0,광주전남혁신(A-3BL) 5단지,전라남도 나주시 월정3길 17,1573.2,68.0,0.0,223210.0,16119686.0,0.4302059496567506,0.5697940503432495,0.0,45.0,4,0.4056767907739719,0.0
C2583,1106,대전광역시,21.0,0.0,2.0,752.0,982.0,0.0,A,국민임대,1106,1106,66.0,"대전관저5(05,국민,GB) 1단지",대전광역시 서구 구봉산북로 212,1832.0,66.0,240.0,176995.0,12732234.0,0.8698010849909584,0.1301989150090416,0.0,35.0,11,0.4171733404019149,0.21699819168173598
C2663,772,경기도,14.0,0.0,3.0,700.0,652.0,0.0,H,국민임대,772,772,74.0,별사랑마을 2-7단지,경기도 남양주시 별내3로 159,1814.0,76.0,0.0,275356.0,31629859.0,0.43005181347150256,0.5699481865284974,0.0,42.0,6,0.42587549369457867,0.0
C2450,483,경기도,8.0,0.0,5.0,437.0,451.0,0.0,H,국민임대,483,483,74.0,별사랑마을 2-9단지,경기도 남양주시 별내3로 114,1071.0,76.0,0.0,276085.0,29685961.0,0.5424430641821946,0.4575569358178054,0.0,41.0,6,0.42587549369457867,0.0
C2329,1028,대구광역시,24.0,0.0,5.0,973.0,821.0,0.0,A,국민임대,1028,1028,64.0,대구신서 LH천년나무 6단지(A-2),대구광역시 동구 과학로 23,1978.0,65.0,0.0,250172.0,17039444.0,0.7354085603112841,0.26459143968871596,0.0,38.0,4,0.41663200297742825,0.0
C1834,326,강원도,4.0,0.0,1.0,268.0,255.0,0.0,A,국민임대,326,326,61.0,태백소도,강원도 태백시 소도길 59,681.0,61.0,0.0,154911.0,10482031.0,0.6503067484662577,0.3496932515337423,0.0,41.0,3,0.40053650767038274,0.0
C1848,532,광주광역시,9.0,0.0,3.0,660.0,625.0,0.0,A,공공임대(10년),532,532,62.0,광주효천2 천년나무 6단지,광주광역시 남구 효우2로 90,1262.0,62.0,0.0,494981.0,38621650.0,0.0,1.0,0.0,58.0,5,0.41754416938850125,0.0
C1743,791,대구광역시,16.0,1.0,1.0,944.0,1653.0,0.0,A,공공임대(10년),791,791,64.0,대구옥포LH천년나무3단지,대구광역시 달성군 옥포읍 돌미로2길 15,2173.0,64.0,0.0,518471.0,39911504.0,0.0,0.7876106194690266,0.21238938053097345,73.0,7,0.41663200297742825,0.0
C1350,1401,대전광역시,2.0,0.0,6.0,1636.0,2315.0,0.0,D,공공분양,1401,690,,관저 LH다온숲 3단지,대전광역시 서구 구봉산북로 165,1969.0,60.0,0.0,153541.0,23266692.0,0.0,0.8322626695217702,0.16773733047822983,68.0,13,0.4171733404019149,0.0
C1402,344,충청북도,16.0,0.0,2.0,344.0,498.0,0.0,A,공공임대(10년),344,344,68.0,충주안림 LH천년나무1단지,충청북도 충주시 봉현로 365,1061.0,69.0,0.0,480697.0,48244187.0,0.0,0.5988372093023255,0.4011627906976744,74.0,5,0.4093640981700224,0.0
C1103,935,강원도,31.0,0.0,2.0,939.0,787.0,0.0,A,국민임대,935,935,66.0,강원혁신A-1블 푸른숨 10단지 국민임대,강원도 원주시 혁신로 350,1664.0,66.0,0.0,211857.0,14811838.0,0.5358288770053476,0.4641711229946524,0.0,40.0,4,0.40053650767038274,0.0
C1129,1444,경기도,2.0,1.0,10.0,1275.0,1668.0,0.0,A,공공임대(10년),1444,1444,56.0,구리갈매 이스트힐,경기도 구리시 갈매중앙로 132,4022.0,59.0,0.0,498584.0,49310527.0,0.0,1.0,0.0,56.0,8,0.42587549369457867,0.0
C1027,452,경상남도,21.0,0.0,5.0,461.0,207.0,0.0,A,국민임대,452,452,64.0,양산신도시  LH 2단지,경상남도 양산시 물금읍 물금2길 50,902.0,64.0,0.0,254988.0,19396279.0,0.5796460176991151,0.42035398230088494,0.0,40.0,5,0.4007868525896411,0.0
C2377,1105,경상남도,22.0,0.0,3.0,1110.0,579.0,0.0,A,국민임대,1105,1105,64.0,양산신도시 LH 1단지,경상남도 양산시 물금읍 청운로 41,1933.0,64.0,0.0,252128.0,19042976.0,0.7004524886877828,0.2995475113122172,0.0,40.0,6,0.4007868525896411,0.0
C2661,354,제주특별자치도,12.0,0.0,6.0,297.0,330.0,0.0,A,국민임대,354,354,65.0,서귀포남원 LH아파트,제주특별자치도 서귀포시 남원읍 남원체육관로 342,706.0,65.0,0.0,180143.0,12626843.0,0.7062146892655368,0.2937853107344633,0.0,36.0,3,0.3765596236449168,0.0
C1263,268,충청북도,4.0,0.0,5.0,214.0,217.0,0.0,A,국민임대,268,268,68.0,제천강저4단지,충청북도 제천시 청풍호로7길 40,552.0,69.0,0.0,130981.0,8841016.0,0.7761194029850746,0.22388059701492538,0.0,36.0,5,0.4093640981700224,0.0
C1136,984,경기도,31.0,0.0,19.0,865.0,763.0,0.0,A,국민임대,984,984,3.0,배꽃마을 4단지,경기도 평택시 비전2로 110,1933.0,3.0,0.0,137800.0,61508072.0,0.6016260162601627,0.3983739837398374,0.0,39.0,4,0.42587549369457867,0.0
C2605,624,강원도,6.0,0.0,3.0,535.0,572.0,0.0,A,국민임대,624,624,58.0,강릉회산2,강원도 강릉시 강변로 58,1237.0,58.0,0.0,206378.0,18127955.0,0.7211538461538461,0.27884615384615385,0.0,43.0,3,0.40053650767038274,0.0
C2393,1546,경기도,1.0,1.0,2.0,1176.0,922.0,0.0,H,국민임대,1546,1546,60.0,"구리갈매(09,보금4) 1단지",경기도 구리시 갈매순환로 143,2896.0,40.0,380.0,196544.0,20368137.0,0.8163001293661061,0.18369987063389392,0.0,36.0,13,0.42587549369457867,0.24579560155239327
C1673,640,충청북도,22.0,0.0,1.0,549.0,526.0,0.0,A,국민임대,640,640,65.0,"증평송산(국민,2) 3단지",충청북도 증평군 증평읍 송산로4길 14,1093.0,67.0,0.0,163839.0,12062281.0,0.71875,0.28125,0.0,38.0,5,0.4093640981700224,0.0
C1017,1460,대전광역시,27.0,0.0,2.0,1534.0,1246.0,0.0,A,국민임대,1460,1460,56.0,대전도안서남부(01.택) 11단지,대전광역시 유성구 봉명로 16,2682.0,56.0,0.0,240705.0,21237784.0,0.6191780821917808,0.38082191780821917,0.0,39.0,3,0.4171733404019149,0.0
C2539,396,충청남도,8.0,0.0,2.0,237.0,228.0,0.0,A,국민임대,396,396,60.0,"부여규암(07,주1) 1단지",충청남도 부여군 규암면 내동로 26,734.0,60.0,58.0,117209.0,14218949.0,0.8484848484848485,0.15151515151515152,0.0,35.0,6,0.4115356667900572,0.14646464646464646
C1933,1022,광주광역시,8.0,0.0,3.0,1202.0,1730.0,0.0,A,공공임대(10년),1022,1022,47.0,광주선운3(공임리츠),광주광역시 광산구 선운로 65,2764.0,48.0,0.0,543130.0,38469669.0,0.0,1.0,0.0,70.0,6,0.41754416938850125,0.0
C2316,1126,대구광역시,36.0,0.0,4.0,983.0,712.0,0.0,A,국민임대,1126,1126,64.0,LH 천년나무 2단지,대구광역시 달성군 현풍읍 테크노북로2길 30,1802.0,64.0,0.0,195695.0,11383380.0,0.783303730017762,0.216696269982238,0.0,37.0,4,0.41663200297742825,0.0
C2414,924,충청북도,13.0,0.0,4.0,986.0,1200.0,0.0,A,공공임대(10년),924,924,49.0,천년나무4단지,충청북도 진천군 덕산읍 연미로 87,2405.0,50.0,0.0,270660.0,30709000.0,0.0,1.0,0.0,60.0,4,0.4093640981700224,0.0
C1301,340,대구광역시,19.0,0.0,4.0,320.0,202.0,0.0,A,국민임대,340,340,56.0,대구신서혁신 LH천년나무 13단지(A-5),대구광역시 동구 초례로 66,446.0,57.0,0.0,163923.0,12292118.0,1.0,0.0,0.0,32.0,3,0.41663200297742825,0.0
C1700,922,대구광역시,39.0,0.0,2.0,804.0,979.0,0.0,A,공공임대(10년),922,922,45.0,대구테크노폴리스 4단지(10년공임),대구광역시 달성군 유가읍 테크노상업로 111,2056.0,46.0,0.0,398980.0,25036877.0,0.0,1.0,0.0,54.0,3,0.41663200297742825,0.0
C1636,632,경기도,7.0,0.0,20.0,750.0,946.0,0.0,A,공공임대(10년),632,632,48.0,평택소사벌 B-2BL(공임리츠),경기도 평택시 비전4로 175,776.0,50.0,0.0,621899.0,76765823.0,0.0,0.20253164556962025,0.7974683544303798,82.0,4,0.42587549369457867,0.0
C2612,1684,세종특별자치시,27.0,0.0,2.0,1689.0,1832.0,0.0,A,국민임대,1684,1684,56.0,가재마을 1단지,세종특별자치시 도움1로 145,4442.0,56.0,0.0,193196.0,14919597.0,0.7731591448931117,0.22684085510688837,0.0,36.0,4,0.46844836243932353,0.0
C1757,794,부산광역시,13.0,2.0,4.0,676.0,508.0,0.0,A,국민임대,794,794,,부산전포아파트,부산광역시 부산진구 중앙대로 862,1565.0,59.0,0.0,249556.0,25987227.0,0.7455919395465995,0.25440806045340053,0.0,39.0,4,0.3727848992815887,0.0
C2507,1454,경기도,4.0,0.0,4.0,880.0,763.0,0.0,A,국민임대,1454,1454,,부천옥길 LH 1단지,경기도 부천시 양지로 134,2277.0,57.0,538.0,162088.0,15531239.0,0.8885832187070152,0.11141678129298486,0.0,34.0,18,0.42587549369457867,0.3700137551581843
C1163,316,경상북도,20.0,0.0,2.0,239.0,326.0,0.0,A,국민임대,316,316,,상주함창 A-1BL 국민임대,경상북도 상주시 함창읍 함령길 138,539.0,60.0,0.0,198803.0,10917266.0,0.8354430379746836,0.16455696202531644,0.0,36.0,3,0.3953120921094209,0.0
C2627,580,전라남도,18.0,0.0,2.0,378.0,404.0,0.0,A,국민임대,580,580,,"담양백동2(07,국민+영구)",전라남도 담양군 담양읍 미리산길 46,975.0,57.0,120.0,121930.0,10254245.0,0.7034482758620689,0.296551724137931,0.0,35.0,6,0.4056767907739719,0.20689655172413793
C2040,198,충청북도,11.0,0.0,2.0,200.0,336.0,0.0,A,공공임대(10년),198,198,50.0,충주안림 LH천년나무 2단지,충청북도 충주시 월촌5길 12,583.0,52.0,0.0,540606.0,55575758.0,0.0,0.24242424242424243,0.7575757575757576,82.0,2,0.4093640981700224,0.0
C2609,556,제주특별자치도,17.0,0.0,2.0,490.0,555.0,0.0,A,국민임대,556,556,54.0,서귀포강정LH아파트,제주특별자치도 서귀포시 대청로25번길 9,1126.0,54.0,0.0,204462.0,14397799.0,0.6402877697841727,0.3597122302158273,0.0,35.0,3,0.3765596236449168,0.0
C2001,540,경기도,10.0,0.0,8.0,500.0,417.0,0.0,H,국민임대,540,540,,안성아양1단지,경기도 안성시 아양로 52,992.0,56.0,0.0,160700.0,14871852.0,0.725925925925926,0.2740740740740741,0.0,36.0,5,0.42587549369457867,0.0
C1065,938,경상북도,37.0,0.0,3.0,1117.0,1255.0,0.0,H,국민임대,938,938,53.0,경북김천혁신 Aa-1BL 국민임대주택,경상북도 김천시 해오름1로 17,1401.0,56.0,0.0,194887.0,14613041.0,0.5863539445628998,0.4136460554371002,0.0,37.0,3,0.3953120921094209,0.0
C1363,2568,경기도,11.0,0.0,6.0,1798.0,2550.0,0.0,H,국민임대,2568,2568,61.0,위례35단지 아파트,경기도 성남시 수정구 위례광장로 311,5841.0,61.0,550.0,196368.0,27705529.0,0.7219626168224299,0.2780373831775701,0.0,36.0,14,0.42587549369457867,0.21417445482866043
C2579,1058,경기도,16.0,0.0,4.0,956.0,751.0,0.0,H,국민임대,1058,1058,,남양주미리내마을4-2단지,경기도 남양주시 별내4로 25,1942.0,56.0,0.0,215035.0,28010896.0,0.7958412098298677,0.20415879017013233,0.0,35.0,6,0.42587549369457867,0.0
C1048,368,경기도,15.0,0.0,3.0,333.0,243.0,0.0,H,국민임대,368,368,54.0,미리내마을4-3단지,경기도 남양주시 별내4로 7,631.0,48.0,0.0,217157.0,26719869.0,0.8260869565217391,0.17391304347826086,0.0,34.0,3,0.42587549369457867,0.0
C1210,1088,대구광역시,39.0,0.0,4.0,773.0,586.0,0.0,J,행복주택,1088,1088,81.0,대구신서혁신 LH천년나무10단지(A-3),대구광역시 동구 메디밸리로 18,1804.0,56.0,1088.0,137524.0,25390294.0,1.0,0.0,0.0,28.0,5,0.41663200297742825,1.0
C1320,1696,경상남도,35.0,0.0,4.0,1648.0,924.0,0.0,H,국민임대,1696,1696,,김해진영 휴먼시아 6단지,경상남도 김해시 진영읍 김해대로 463,2474.0,51.0,0.0,195103.0,12027264.0,0.7924528301886793,0.20754716981132076,0.0,35.0,4,0.4007868525896411,0.0
C1941,404,경상남도,19.0,0.0,3.0,490.0,600.0,0.0,A,공공임대(10년),404,404,,혁신도시 엔에이치에프 10단지,경상남도 진주시 에나로228번길 10,1070.0,43.0,0.0,627080.0,47287999.0,0.0,0.0,1.0,84.0,4,0.4007868525896411,0.0
C1326,1934,부산광역시,43.0,0.0,4.0,1670.0,1153.0,0.0,H,국민임대,1934,1934,,부산정관 7단지(A-1BL),부산광역시 기장군 정관읍 모전로 41,2411.0,48.0,0.0,0.0,0.0,0.8428128231644261,0.15718717683557393,0.0,31.0,5,0.3727848992815887,0.0
C1685,295,충청북도,28.0,0.0,1.0,167.0,164.0,0.0,K,행복주택,295,295,,충주첨단 행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,255.0,55.0,295.0,43068.0,34672774.0,0.9728813559322034,0.02711864406779661,0.0,27.0,9,0.4093640981700224,1.0
C2618,1550,경기도,40.0,0.0,7.0,1319.0,783.0,0.0,E,국민임대,1550,1550,,옥정천년나무8단지,경기도 양주시 옥정동로 258,2289.0,51.0,344.0,97520.0,54853573.0,0.7625806451612903,0.23741935483870968,0.0,34.0,5,0.42587549369457867,0.22193548387096773
C1451,1618,경기도,38.0,0.0,3.0,1382.0,1044.0,0.0,E,국민임대,1618,1618,49.0,옥정천년나무16단지,경기도 양주시 회천남로 115,2284.0,51.0,234.0,101339.0,52999741.0,0.8121137206427689,0.18788627935723115,0.0,33.0,5,0.42587549369457867,0.1446229913473424
C2143,363,강원도,2.0,0.0,2.0,434.0,719.0,0.0,A,공공임대(10년),363,363,,강릉미디어촌7,강원도 강릉시 선수촌로 36,1037.0,33.0,0.0,548422.0,41524970.0,0.0,0.48484848484848486,0.5151515151515151,80.0,4,0.40053650767038274,0.0
C1968,514,강원도,0.0,0.0,3.0,309.0,220.0,0.0,A,국민임대,514,514,45.0,원주태장5 국민임대주택,강원도 원주시 치악로 2050,621.0,45.0,148.0,113569.0,10385594.0,0.8988326848249028,0.10116731517509728,0.0,30.0,5,0.40053650767038274,0.28793774319066145
C2470,636,대전광역시,1.0,1.0,2.0,772.0,887.0,0.0,A,공공임대(5년),406,406,,이스트시티,대전광역시 동구 동대전로46번길 120,756.0,33.0,0.0,381872.0,25970444.0,0.1509433962264151,0.48742138364779874,0.0,46.0,3,0.4171733404019149,0.0
C1258,840,경상남도,0.0,0.0,3.0,658.0,616.0,0.0,H,국민임대,840,840,40.0,창원자은3 LH천년나무,경상남도 창원시 진해구 냉천로 192,1348.0,44.0,140.0,154581.0,15443808.0,0.8690476190476191,0.13095238095238096,0.0,34.0,6,0.4007868525896411,0.16666666666666666
C2453,659,경기도,7.0,2.0,3.0,573.0,559.0,0.0,H,국민임대,658,658,46.0,성남여수1,경기도 성남시 중원구 둔촌대로63번길 11,1315.0,46.0,124.0,196100.0,27940113.0,0.8012139605462822,0.19726858877086495,0.0,33.0,7,0.42587549369457867,0.18816388467374812
C1659,902,광주광역시,32.0,0.0,2.0,635.0,416.0,0.0,N,행복주택,902,902,,효천LH천년나무7단지,광주광역시 남구 행암길 9,1110.0,46.0,902.0,137517.0,24267765.0,0.9334811529933481,0.06651884700665188,0.0,29.0,13,0.41754416938850125,1.0
C1724,1256,경상남도,1.0,0.0,6.0,878.0,701.0,0.0,L,행복주택,1256,1256,,혁신도시 LH아파트 3단지,경상남도 진주시 대밭골로 91,1651.0,39.0,1046.0,128449.0,21461490.0,1.0,0.0,0.0,28.0,10,0.4007868525896411,0.8328025477707006
C1802,1438,세종특별자치시,3.0,0.0,2.0,1500.0,1983.0,0.0,A,공공임대(10년),1438,1438,,해들마을 5단지,세종특별자치시 대평로 56,2338.0,30.0,0.0,469527.0,42905424.0,0.0,1.0,0.0,60.0,11,0.46844836243932353,0.0
C1939,2334,경기도,13.0,0.0,3.0,1713.0,1896.0,0.0,H,국민임대,2334,2334,48.0,위례A2-1BL,경기도 성남시 수정구 위례순환로 17,5390.0,48.0,0.0,201531.0,33306510.0,0.7172236503856041,0.2827763496143959,0.0,34.0,9,0.42587549369457867,0.0
C1284,528,경상남도,0.0,0.0,5.0,543.0,780.0,0.0,A,공공임대(10년),528,528,,NHF 창원대산1,경상남도 창원시 의창구 대산면 주남로 514,1306.0,35.0,0.0,185040.0,32896000.0,0.0,1.0,0.0,60.0,2,0.4007868525896411,0.0
C2595,867,경상남도,2.0,0.0,5.0,897.0,1359.0,0.0,A,공공임대(10년),867,867,,센트럴빌리지(리츠9호),경상남도 창원시 진해구 냉천로 189,2278.0,31.0,0.0,459435.0,39981546.0,0.0,0.9215686274509803,0.0784313725490196,64.0,5,0.4007868525896411,0.0
C2351,542,경기도,6.0,0.0,4.0,542.0,646.0,0.0,A,공공임대(10년),542,542,,군포송정 A2블록,경기도 군포시 송부로96번길 30,1456.0,31.0,0.0,428524.0,45136531.0,0.0,1.0,0.0,56.0,5,0.42587549369457867,0.0
C2506,1124,대구광역시,14.0,0.0,3.0,1201.0,1433.0,0.0,A,공공임대(10년),1124,1124,,수목원호정포레스트,대구광역시 달서구 갈밭남로 17,2823.0,30.0,0.0,462813.0,43293596.0,0.0,0.9288256227758007,0.0711743772241993,60.0,17,0.41663200297742825,0.0
C1697,526,경기도,4.0,0.0,3.0,727.0,854.0,0.0,A,공공임대(10년),526,526,,양주옥정 A-21(1)(공임리츠),경기도 양주시 옥정동로 106,1490.0,31.0,0.0,376997.0,69798480.0,0.0,0.43346007604562736,0.5665399239543726,80.0,6,0.42587549369457867,0.0
C2259,947,경기도,5.0,0.0,2.0,1306.0,1378.0,0.0,A,공공임대(10년),947,947,,양주옥정 A-21(2)(공임리츠),경기도 양주시 옥정동로 104,2896.0,31.0,0.0,377076.0,69829989.0,0.0,0.43083421330517424,0.5691657866948258,80.0,6,0.42587549369457867,0.0
C1786,480,강원도,25.0,0.0,3.0,338.0,345.0,0.0,K,행복주택,480,480,,춘천거두2 행복주택,강원도 춘천시 동내면 거두택지길 70,658.0,41.0,480.0,27822.0,5857333.0,1.0,0.0,0.0,25.0,5,0.40053650767038274,1.0
C1357,908,부산광역시,27.0,0.0,1.0,1001.0,995.0,0.0,A,공공임대(10년),908,908,,부산명지 B8블록,부산광역시 강서구 명지국제5로 165,2583.0,31.0,0.0,561719.0,59176212.0,0.0,0.8325991189427313,0.16740088105726872,77.0,4,0.3727848992815887,0.0
C2570,450,전라남도,14.0,0.0,2.0,318.0,205.0,0.0,N,행복주택,450,450,,목포용해2 6-1BL,전라남도 목포시 연산백련로1번길 51,643.0,46.0,450.0,86030.0,15699236.0,1.0,0.0,0.0,26.0,8,0.4056767907739719,1.0
C1652,890,서울특별시,20.0,1.0,8.0,423.0,509.0,0.0,J,행복주택,890,890,,서울오류 행복주택,서울특별시 구로구 경인로20가길 68,1566.0,42.0,890.0,239407.0,71822921.0,0.849438202247191,0.15056179775280898,0.0,31.0,12,0.3661614627627259,1.0
C1565,1020,대구광역시,42.0,0.0,3.0,719.0,588.0,0.0,J,행복주택,1020,1020,50.0,대구테크노폴리스 LH천년나무3단지,대구광역시 달성군 현풍읍 테크노북로4길 27,1312.0,53.0,1020.0,98153.0,19630510.0,1.0,0.0,0.0,27.0,4,0.41663200297742825,1.0
C1910,616,전라북도,21.0,0.0,2.0,350.0,396.0,0.0,J,행복주택,612,612,,익산인화 행복주택,전라북도 익산시 목천로 320,815.0,45.0,612.0,116648.0,19441568.0,0.9935064935064936,0.0,0.0,27.0,10,0.3846965003624857,0.9935064935064936
C2359,820,전라남도,9.0,0.0,3.0,629.0,693.0,0.0,H,국민임대,820,820,44.0,순천선평3(국민+영구),전라남도 순천시 서면 선평동선길 36,1246.0,46.0,284.0,107795.0,9498068.0,0.8536585365853658,0.14634146341463414,0.0,31.0,5,0.4056767907739719,0.3463414634146341
C2139,311,경상남도,11.0,0.0,4.0,232.0,155.0,0.0,H,국민임대,306,306,,하동읍내 LH천년나무,경상남도 하동군 하동읍 군청로 24,555.0,35.0,0.0,152137.0,10816646.0,0.7909967845659164,0.19292604501607716,0.0,34.0,3,0.4007868525896411,0.0
C1979,270,경기도,17.0,0.0,4.0,183.0,133.0,0.0,L,행복주택,270,270,29.0,부천옥길 행복주택(A4BL),경기도 부천시 양지로 151,438.0,32.0,270.0,174378.0,39628757.0,1.0,0.0,0.0,26.0,9,0.42587549369457867,1.0
C1803,100,울산광역시,13.0,0.0,2.0,57.0,78.0,0.0,J,행복주택,100,100,,울산남구(행복),울산광역시 남구 여천로12번길 50,124.0,29.0,100.0,163757.0,34416000.0,1.0,0.0,0.0,27.0,10,0.38280531639220905,1.0
C2508,847,전라북도,13.0,0.0,3.0,496.0,568.0,0.0,H,국민임대,842,842,28.0,전주반월(2)지구 국민임대,전라북도 전주시 덕진구 혁신로 665,1112.0,29.0,296.0,115409.0,13095563.0,0.885478158205431,0.10861865407319952,0.0,31.0,7,0.3846965003624857,0.34946871310507677
C2531,540,제주특별자치도,22.0,0.0,6.0,397.0,358.0,0.0,J,행복주택,540,540,32.0,제주봉개LH아파트,제주특별자치도 제주시 번영로 528,1094.0,36.0,280.0,145170.0,21137504.0,0.8222222222222222,0.17777777777777778,0.0,32.0,6,0.3765596236449168,0.5185185185185185
